target_id	length	eff_length	est_counts	tpm
AT1G27890.1	1041	880.402	11.9051	0.522362
AT1G75800.1	1705	1544.4	3112	77.8391
AT1G71760.1	994	833.402	70.2807	3.25762
AT1G18980.1	935	774.402	2457.79	122.602
AT1G71760.2	895	734.402	3.71934	0.195637
AT1G16530.1	744	583.402	12	0.79457
AT1G44780.2	1644	1483.4	263.278	6.85607
AT1G44780.1	1392	1231.4	121.722	3.81845
AT1G73240.1	2062	1901.4	226	4.59148
AT1G06590.1	3193	3032.4	354	4.50957
AT1G33060.1	1947	1786.4	38.1522	0.825009
AT1G33060.2	2299	2138.4	251.848	4.54954
AT1G75750.1	760	599.402	25213.8	1624.95
AT1G75750.2	607	446.402	22.2057	1.92157
AT1G13530.1	1308	1147.4	408	13.7361
AT1G66660.1	1195	1034.4	28.2224	1.05396
AT1G66660.2	1141	980.402	207.778	8.18678
AT1G64590.1	1429	1268.4	312	9.50203
AT1G58170.1	1322	1161.4	223	7.41722
AT1G75730.1	2988	2827.4	76.374	1.04346
AT1G71000.2	986	825.402	3.12165	0.146096
AT1G51330.1	582	421.402	1	0.091669
AT1G54210.2	570	409.402	79.853	7.5346
AT1G54210.3	452	291.68	180.326	23.8821
AT1G29480.1	678	517.402	0	0
AT1G56200.2	706	545.402	0	0
AT1G33355.1	28	6	0	0
AT1G07020.1	819	658.402	1035	60.7251
AT1G31730.1	3584	3423.4	3490	39.3809
AT1G63450.1	3330	3169.4	1066	12.9927
AT1G51130.1	1657	1496.4	249	6.42791
AT1G12620.1	2543	2382.4	194	3.14561
AT1G47695.1	220	71.5752	2	1.07941
AT1G51110.1	1490	1329.4	9	0.26152
AT1G06160.1	1086	925.402	119	4.96747
AT1G68250.2	756	595.402	0	0
AT1G68630.1	1402	1241.4	1.18997	0.037029
AT1G24440.1	1488	1327.4	1160.7	33.7782
AT1G01453.2	1225	1064.4	0	0
AT1G01453.1	1358	1197.4	176	5.67795
AT1G65440.1	5503	5342.4	1518.14	10.9772
AT1G30640.3	1823	1662.4	387.397	9.002
AT1G65440.2	5170	5009.4	315.372	2.43196
AT1G19310.1	1076	915.402	346	14.601
AT1G53680.1	760	599.402	1119	72.1159
AT1G68030.3	847	686.402	43.0462	2.42256
AT1G68030.2	915	754.402	24.4916	1.2541
AT1G68030.1	1082	921.402	3.67172	0.153936
AT1G61475.1	639	478.402	0	0
AT1G08050.1	2490	2329.4	355	5.88712
AT1G59840.3	912	751.402	0	0
AT1G59840.1	1246	1085.4	22.7001	0.807898
AT1G17455.2	802	641.402	13.3495	0.803997
AT1G17455.1	1057	896.402	798.65	34.417
AT1G64460.1	2240	2079.4	1484	27.5686
AT1G56415.1	499	338.435	0	0
AT1G11260.1	2483	2322.4	1860.7	30.9498
AT1G31150.2	2525	2364.4	26.0502	0.425607
AT1G64750.3	879	718.402	683.378	36.7462
AT1G31150.1	2555	2394.4	316.95	5.11343
AT1G47940.1	843	682.402	0	0
AT1G72370.1	1289	1128.4	26053.9	891.923
AT1G77815.1	303	145.358	0	0
AT1G22830.2	2702	2541.4	65.2601	0.991957
AT1G72850.1	1507	1346.4	194.427	5.57828
AT1G48650.1	4303	4142.4	1045	9.74502
AT1G48650.2	3897	3736.4	0	0
AT1G56460.1	1834	1673.4	473.836	10.9382
AT1G48670.2	1967	1806.4	274	5.85942
AT1G48670.1	1697	1536.4	0	0
AT1G55790.1	1432	1271.4	0	0
AT1G28500.1	1110	949.402	0	0
AT1G16260.3	2520	2359.4	0	0
AT1G16260.2	2336	2175.4	37.7236	0.669873
AT1G16260.1	2163	2002.4	4.27638	0.0824981
AT1G56460.2	2126	1965.4	10.0625	0.197776
AT1G01770.1	2377	2216.4	207	3.60778
AT1G47240.1	2030	1869.4	631	13.039
AT1G32575.1	273	117.277	0	0
AT1G70810.1	1008	847.402	113	5.15119
AT1G26255.1	678	517.402	0	0
AT1G26255.2	1328	1167.4	3.28584	0.108729
AT1G26255.3	1086	925.402	0	0
AT1G05370.1	1714	1553.4	34	0.8455
AT1G26255.5	864	703.402	0	0
AT1G04610.1	1774	1613.4	466	11.1574
AT1G66630.1	1105	944.402	0	0
AT1G07930.1	1894	1733.4	11053.5	246.331
AT1G47250.1	1237	1076.4	991.739	35.5911
AT1G53180.3	1527	1366.4	63.5536	1.79672
AT1G07930.2	1553	1392.4	23.8701	0.66223
AT1G74660.1	935	774.402	846.478	42.2249
AT1G22040.1	1999	1838.4	711	14.9399
AT1G12190.1	1128	967.402	0	0
AT1G21630.4	4319	4158.4	0	0
AT1G21630.2	4096	3935.4	66.9388	0.657064
AT1G21630.3	4293	4132.4	0.000476728	4.45642e-06
AT1G04630.1	745	584.402	1559	103.051
AT1G21630.1	4463	4302.4	1263.06	11.3405
AT1G55775.1	711	550.402	3	0.210552
AT1G60460.2	1417	1256.4	9.17848	0.282203
AT1G27030.1	1596	1435.4	2789	75.0574
AT1G60460.4	1103	942.402	0	0
AT1G60460.5	1141	980.402	4.98175	0.196289
AT1G80200.3	705	544.402	68.8324	4.88418
AT1G61667.2	1057	896.402	138.837	5.98301
AT1G65000.1	911	750.402	254	13.0755
AT1G61667.1	760	599.402	390.163	25.1447
AT1G13700.3	915	754.402	112.348	5.75281
AT1G13700.2	1106	945.402	0	0
AT1G13700.1	1033	872.402	3.65224	0.161719
AT1G27420.1	1278	1117.4	347	11.9961
AT1G33700.1	3476	3315.4	1090.28	12.7034
AT1G33700.3	3356	3195.4	14.2632	0.172429
AT1G33700.2	3068	2907.4	447.375	5.94408
AT1G13710.1	1931	1770.4	0	0
AT1G09360.1	567	406.402	0	0
AT1G29460.2	895	734.402	0	0
AT1G29460.1	709	548.402	0	0
AT1G58030.1	2456	2295.4	1526	25.6811
AT1G69880.1	797	636.402	33	2.00309
AT1G77700.3	998	837.402	0	0
AT1G33720.5	1826	1665.4	0	0
AT1G33720.4	2458	2297.4	0	0
AT1G33720.3	2942	2781.4	0	0
AT1G09340.1	1876	1715.4	233.506	5.25836
AT1G09340.2	2012	1851.4	12.4942	0.26069
AT1G51450.1	1926	1765.4	457	9.9998
AT1G29470.1	3030	2869.4	2560.02	34.4643
AT1G29470.2	2557	2396.4	7126.98	114.885
AT1G19880.1	2265	2104.4	1750	32.1239
AT1G60270.1	1732	1571.4	139.443	3.4279
AT1G60270.2	1592	1431.4	12.5571	0.338881
AT1G53023.1	951	790.402	0	0
AT1G56000.1	1593	1432.4	195.12	5.26207
AT1G17270.2	1807	1646.4	299.044	7.01646
AT1G17270.1	2044	1883.4	77.9559	1.59891
AT1G24480.1	869	708.402	27	1.47232
AT1G33950.1	991	830.402	0	0
AT1G80610.1	1594	1433.4	336	9.05503
AT1G65165.1	503	342.402	0	0
AT1G60250.1	756	595.402	0	0
AT1G30900.1	2567	2406.4	2789	44.7712
AT1G68880.1	1086	925.402	958	39.9902
AT1G17210.1	3499	3338.4	2241	25.9312
AT1G60625.1	246	93.1054	0	0
AT1G04625.1	774	613.402	0	0
AT1G02220.1	1590	1429.4	530	14.3232
AT1G15770.1	1131	970.402	4	0.159231
AT1G14010.1	915	754.402	3686	188.743
AT1G28580.2	1608	1447.4	469.078	12.5191
AT1G28580.1	1612	1451.4	3613.92	96.1855
AT1G31800.1	2070	1909.4	258	5.21965
AT1G03730.1	1271	1110.4	659	22.9258
AT1G75410.3	2336	2175.4	700.665	12.442
AT1G06360.2	1290	1129.4	0	0
AT1G06360.1	1253	1092.4	0	0
AT1G75410.2	2565	2404.4	77.5887	1.24655
AT1G21650.1	3494	3333.4	175.92	2.03867
AT1G21650.2	3263	3102.4	61.1902	0.761908
AT1G21650.3	5495	5334.4	176.041	1.27481
AT1G66930.1	2276	2115.4	23.1243	0.422273
AT1G66930.2	2695	2534.4	67.2859	1.02557
AT1G66930.3	1932	1771.4	0	0
AT1G24030.3	1387	1226.4	20.328	0.640296
AT1G24030.2	1086	925.402	58.5548	2.44428
AT1G21510.1	1434	1273.4	45	1.3651
AT1G10095.4	1806	1645.4	41.9332	0.984475
AT1G10095.3	1395	1234.4	8.48545	0.265544
AT1G10095.2	2546	2385.4	12.729	0.206135
AT1G10095.1	1417	1256.4	62.8523	1.93246
AT1G24030.4	864	703.402	1.32022	0.0725039
AT1G51290.1	1134	973.402	0	0
AT1G76780.2	6923	6762.4	27	0.154234
AT1G08880.1	1103	942.402	3296	135.104
AT1G09580.1	1093	932.402	1109	45.9459
AT1G52060.1	1355	1194.4	11335	366.598
AT1G79480.1	1839	1678.4	17.4476	0.401568
AT1G79480.2	1369	1208.4	11.2745	0.360417
AT1G78980.1	2553	2392.4	0	0
AT1G71240.2	2875	2714.4	277.252	3.94566
AT1G71240.3	2056	1895.4	0	0
AT1G22510.1	895	734.402	259	13.6234
AT1G52500.2	1431	1270.4	264.624	8.04649
AT1G52500.3	988	827.402	0	0
AT1G52500.1	1815	1654.4	111.967	2.61436
AT1G52500.4	867	706.402	0	0
AT1G52500.5	797	636.402	19.4095	1.17815
AT1G13607.1	452	291.68	0	0
AT1G47657.1	1233	1072.4	0	0
AT1G76500.1	1729	1568.4	592	14.5809
AT1G52520.1	2587	2426.4	300	4.77614
AT1G69190.1	1733	1572.4	0	0
AT1G01790.2	4237	4076.4	43.8461	0.415501
AT1G01790.1	4259	4098.4	532.154	5.01581
AT1G30814.3	1153	992.402	0	0
AT1G52990.1	1045	884.402	3	0.131036
AT1G11910.1	2088	1927.4	19632.5	393.48
AT1G11910.2	2730	2569.4	38.45	0.578074
AT1G52990.2	885	724.402	0	0
AT1G69085.1	676	515.402	6	0.449701
AT1G01780.1	939	778.402	734	36.426
AT1G19480.2	1976	1815.4	41.2473	0.87769
AT1G19480.1	1807	1646.4	269.753	6.3292
AT1G55420.1	2449	2288.4	133.538	2.25419
AT1G22230.1	1389	1228.4	945	29.7173
AT1G09830.1	1922	1761.4	958	21.01
AT1G48470.1	1310	1149.4	35	1.17629
AT1G80555.2	640	479.402	1	0.0805785
AT1G80555.1	664	503.402	1	0.0767369
AT1G70110.1	2021	1860.4	0	0
AT1G22220.1	1378	1217.4	295	9.36067
AT1G12350.2	1598	1437.4	36.605	0.983742
AT1G12350.1	1398	1237.4	782.395	24.425
AT1G57550.1	553	392.402	0	0
AT1G71100.1	1663	1502.4	718	18.4611
AT1G27440.1	1813	1652.4	613	14.3306
AT1G77940.1	714	553.402	16187	1129.91
AT1G51270.1	1783	1622.4	0	0
AT1G55535.3	1584	1423.4	27.2469	0.739448
AT1G09420.1	2160	1999.4	236.61	4.57143
AT1G12340.1	668	507.402	0	0
AT1G09420.2	2237	2076.4	25.7894	0.479786
AT1G58200.2	2749	2588.4	330.434	4.93142
AT1G58200.1	2467	2306.4	105.566	1.7681
AT1G11680.1	2028	1867.4	5723	118.387
AT1G24090.1	1542	1381.4	263	7.35452
AT1G65200.1	3311	3150.4	2	0.0245235
AT1G61093.1	731	570.402	1	0.0677233
AT1G53600.1	2820	2659.4	81	1.17658
AT1G58210.1	1242	1081.4	219	7.82304
AT1G29880.1	2581	2420.4	3333	53.1945
AT1G25500.1	2018	1857.4	14.4622	0.300778
AT1G25500.2	2048	1887.4	269.524	5.51636
AT1G25500.3	1701	1540.4	94.0134	2.35762
AT1G54610.1	2278	2117.4	810.555	14.7876
AT1G54610.2	2039	1878.4	563.44	11.5872
AT1G54610.3	2081	1920.4	345.005	6.93989
AT1G25560.1	1759	1598.4	1502	36.2997
AT1G61750.1	1245	1084.4	3	0.106868
AT1G65840.1	2258	2097.4	9647	177.676
AT1G19740.1	1214	1053.4	365	13.385
AT1G36925.1	531	370.402	0	0
AT1G52450.1	3502	3341.4	41.2667	0.477079
AT1G72890.2	1572	1411.4	14.0421	0.384327
AT1G04170.1	1860	1699.4	5892.09	133.934
AT1G04170.2	1803	1642.4	38.9117	0.915208
AT1G08370.1	1718	1557.4	773	19.1733
AT1G21500.1	877	716.402	2	0.107843
AT1G65130.1	3367	3206.4	2.58871e-08	3.11877e-10
AT1G04110.1	2513	2352.4	1	0.0164213
AT1G51670.1	1329	1168.4	14	0.462865
AT1G52825.1	564	403.402	18.3258	1.75486
AT1G52825.2	535	374.402	310.674	32.0543
AT1G51670.2	1438	1277.4	0	0
AT1G25211.1	1622	1461.4	136.013	3.59527
AT1G65120.2	4135	3974.4	36.6362	0.356088
AT1G05577.1	1520	1359.4	49	1.39241
AT1G34750.3	1547	1386.4	458.836	12.7846
AT1G34750.2	1318	1157.4	362.219	12.0894
AT1G34750.1	1176	1015.4	0	0
AT1G45249.7	1696	1535.4	197.985	4.98113
AT1G09190.1	1614	1453.4	127	3.37549
AT1G45249.1	1251	1090.4	235.055	8.32724
AT1G45249.2	2141	1980.4	281.417	5.48929
AT1G34750.4	1313	1152.4	73.9451	2.4787
AT1G65120.1	4071	3910.4	39.3638	0.388861
AT1G45249.8	1679	1518.4	0	0
AT1G45249.9	1779	1618.4	0	0
AT1G49320.1	1250	1089.4	684	24.2542
AT1G70080.1	2051	1890.4	34	0.694774
AT1G64700.1	931	770.402	76	3.81079
AT1G71160.1	1508	1347.4	0	0
AT1G11040.1	1669	1508.4	1	0.0256095
AT1G33600.1	2118	1957.4	0	0
AT1G33600.2	1768	1607.4	15	0.360484
AT1G32160.1	1465	1304.4	322	9.53593
AT1G10000.1	1327	1166.4	28	0.927318
AT1G68877.1	211	64.5692	0	0
AT1G59885.1	390	230.062	0	0
AT1G25025.1	777	616.402	0	0
AT1G78955.3	2439	2278.4	32.0608	0.543578
AT1G13609.2	375	215.152	3	0.538634
AT1G13609.1	464	303.621	5	0.636147
AT1G18940.1	1862	1701.4	298	6.76594
AT1G70090.1	2122	1961.4	323.53	6.37187
AT1G70090.2	1540	1379.4	423.47	11.8591
AT1G70430.2	2194	2033.4	3.55693	0.0675727
AT1G11060.1	3148	2987.4	455	5.88351
AT1G70430.1	2226	2065.4	22.4518	0.419919
AT1G70430.4	1884	1723.4	0	0
AT1G66060.1	1630	1469.4	0	0
AT1G17650.1	1412	1251.4	197.374	6.09272
AT1G17650.2	1474	1313.4	4.62613	0.136063
AT1G01390.2	1836	1675.4	0	0
AT1G01390.1	1789	1628.4	5	0.118612
AT1G65130.2	3451	3290.4	6.39777	0.0751101
AT1G70505.3	1329	1168.4	3.36298	0.111186
AT1G70505.2	1547	1386.4	3.8881	0.108335
AT1G70505.1	1077	916.402	7.81378	0.329378
AT1G34360.2	2157	1996.4	23.6722	0.458046
AT1G36050.2	1924	1763.4	2889.76	63.3037
AT1G65130.5	3460	3299.4	16.3845	0.19183
AT1G36050.1	1733	1572.4	263.239	6.46703
AT1G61840.1	2743	2582.4	123	1.83992
AT1G79920.3	2399	2238.4	672.196	11.6005
AT1G28480.1	823	662.402	117	6.82312
AT1G78540.3	2344	2183.4	14.6928	0.25995
AT1G18250.1	1232	1071.4	575.511	20.7501
AT1G18250.2	1116	955.402	17.4886	0.707112
AT1G20240.1	1701	1540.4	0	0
AT1G75060.2	931	770.402	7.65615	0.383895
AT1G75060.3	1264	1103.4	8.51982	0.298274
AT1G55550.1	3073	2912.4	49	0.649925
AT1G52810.1	870	709.402	2	0.108907
AT1G06740.1	2430	2269.4	126.653	2.15587
AT1G65130.4	3530	3369.4	2.55979	0.0293474
AT1G63060.1	803	642.402	0	0
AT1G61860.1	1873	1712.4	271	6.11339
AT1G35183.3	406	245.967	0	0
AT1G57943.2	1295	1134.4	0	0
AT1G06760.1	1159	998.402	7927	306.706
AT1G57943.1	1249	1088.4	0	0
AT1G55205.1	792	631.402	563.353	34.4662
AT1G55205.2	511	350.402	20.6468	2.27617
AT1G56180.2	1539	1378.4	233.448	6.54234
AT1G80540.3	2052	1891.4	0	0
AT1G56180.1	2945	2784.4	121.932	1.69163
AT1G28340.1	2459	2298.4	1945	32.6898
AT1G67300.5	1798	1637.4	260.124	6.13684
AT1G68420.1	264	109.16	0	0
AT1G03490.1	846	685.402	0	0
AT1G50280.2	1812	1651.4	13.8374	0.323683
AT1G50280.1	1886	1725.4	19.9492	0.446636
AT1G64107.1	447	286.68	0	0
AT1G54640.1	738	577.402	0	0
AT1G64570.1	3975	3814.4	613	6.20801
AT1G75730.2	2405	2244.4	240.626	4.14153
AT1G62050.1	2299	2138.4	171	3.08905
AT1G76490.1	2616	2455.4	8136	127.999
AT1G09160.1	2186	2025.4	1024.35	19.537
AT1G09160.2	1801	1640.4	141.647	3.33561
AT1G47700.1	754	593.402	11.671	0.759764
AT1G20110.1	2488	2327.4	1962	32.5646
AT1G55610.2	4414	4253.4	186.248	1.69151
AT1G35630.1	1060	899.402	0	0
AT1G15320.2	915	754.402	5	0.256027
AT1G15320.1	1450	1289.4	0	0
AT1G02510.1	1086	925.402	1	0.0417434
AT1G20750.1	3450	3289.4	0	0
AT1G07985.1	942	781.402	315	15.5724
AT1G26230.3	1867	1706.4	12.0082	0.271842
AT1G02920.1	1213	1052.4	910.642	33.426
AT1G05090.1	1514	1353.4	479.921	13.6981
AT1G80460.2	1914	1753.4	0	0
AT1G20770.1	1227	1066.4	1715.12	62.1286
AT1G20770.2	1160	999.402	153.883	5.94798
AT1G80460.1	2128	1967.4	5591	109.778
AT1G02900.1	854	693.402	4621	257.436
AT1G67470.1	1739	1578.4	40	0.978951
AT1G56240.1	1275	1114.4	16	0.554622
AT1G54210.1	693	532.402	11.8207	0.857672
AT1G48540.2	3436	3275.4	0	0
AT1G30400.2	5717	5556.4	93.4889	0.649958
AT1G30400.1	5692	5531.4	5953.51	41.5773
AT1G43670.1	2065	1904.4	861	17.4648
AT1G49880.2	925	764.402	57.5846	2.91007
AT1G49880.1	747	586.402	109.415	7.20778
AT1G67690.1	2592	2431.4	309	4.90931
AT1G56260.2	1106	945.402	88.2022	3.60397
AT1G56260.1	593	432.402	61.7978	5.52083
AT1G20960.1	7183	7022.4	2963.72	16.3031
AT1G35220.5	2979	2818.4	16.5228	0.226465
AT1G35220.6	2951	2790.4	0	0
AT1G20960.2	6894	6733.4	15.2757	0.0876366
AT1G30460.1	2657	2496.4	240.87	3.72724
AT1G35220.1	3561	3400.4	0	0
AT1G30460.3	1153	992.402	0	0
AT1G30460.2	2469	2308.4	244.13	4.08534
AT1G49860.1	1188	1027.4	1240	46.623
AT1G69828.1	225	75.364	0	0
AT1G77420.1	1568	1407.4	659	18.0878
AT1G29010.1	1015	854.402	0	0
AT1G10060.3	1923	1762.4	0	0
AT1G10060.2	1604	1443.4	3.85133	0.103072
AT1G10060.1	1494	1333.4	0	0
AT1G35240.1	1933	1772.4	7	0.152565
AT1G10060.7	1795	1634.4	4.26848	0.100886
AT1G10060.6	1775	1614.4	0	0
AT1G10060.5	1982	1821.4	4.88019	0.103502
AT1G10060.4	1974	1813.4	0	0
AT1G57750.1	1898	1737.4	0	0
AT1G57750.2	1613	1452.4	0	0
AT1G60995.1	2333	2172.4	1084	19.2756
AT1G57820.2	2136	1975.4	0	0
AT1G65541.1	340	180.844	0	0
AT1G13130.1	1886	1725.4	225	5.03745
AT1G48880.1	2238	2077.4	272	5.05786
AT1G70250.1	2745	2584.4	80	1.19577
AT1G13150.1	1877	1716.4	10	0.225061
AT1G48920.1	2089	1928.4	18440	369.387
AT1G08580.1	855	694.402	1965	109.313
AT1G75717.1	343	183.753	10	2.10225
AT1G50120.2	2455	2294.4	41.8674	0.704896
AT1G10745.1	392	232.062	0	0
AT1G23290.1	815	654.402	13023.2	768.762
AT1G34000.1	824	663.402	715	41.634
AT1G57980.1	1538	1377.4	13	0.364587
AT1G13870.1	1251	1090.4	644	22.8149
AT1G55140.2	830	669.402	0	0
AT1G55140.1	862	701.402	199	10.9599
AT1G28660.1	1577	1416.4	319.787	8.72153
AT1G54230.1	1094	933.402	0	0
AT1G80400.1	1747	1586.4	537	13.0761
AT1G61740.1	2103	1942.4	3553	70.6602
AT1G17470.1	1602	1441.4	2503.59	67.096
AT1G17470.2	1522	1361.4	140.408	3.98405
AT1G09130.3	1338	1177.4	0	0
AT1G09130.2	1270	1109.4	88.8754	3.09465
AT1G09130.1	1448	1287.4	713.125	21.3978
AT1G55150.1	1870	1709.4	969.029	21.8984
AT1G55150.2	2040	1879.4	38.9706	0.801006
AT1G07780.6	1453	1292.4	0	0
AT1G07780.7	1381	1220.4	74.2696	2.35086
AT1G07780.4	1151	990.402	0	0
AT1G07780.5	1567	1406.4	80.0733	2.19936
AT1G07780.2	1477	1316.4	0	0
AT1G07780.3	1852	1691.4	41.9967	0.959152
AT1G07780.1	828	667.402	125.781	7.28028
AT1G31220.1	1520	1359.4	401	11.395
AT1G55450.1	1541	1380.4	777.871	21.7681
AT1G07780.8	1233	1072.4	48.9116	1.76187
AT1G07780.9	1535	1374.4	209.965	5.90137
AT1G36940.1	1093	932.402	62.1601	2.5753
AT1G36940.2	1018	857.402	12.8399	0.57849
AT1G01225.1	1077	916.402	198	8.34638
AT1G66730.1	4724	4563.4	156	1.32055
AT1G54450.1	2209	2048.4	531	10.0138
AT1G56400.1	1440	1279.4	0	0
AT1G69630.1	1524	1363.4	2	0.0566663
AT1G68160.1	1501	1340.4	558	16.0812
AT1G52120.1	1454	1293.4	32.4243	0.968402
AT1G52120.2	1617	1456.4	22.5757	0.598796
AT1G29070.1	819	658.402	482	28.2797
AT1G49800.1	1104	943.402	0	0
AT1G06960.5	1248	1087.4	10.8178	0.384297
AT1G06960.4	1130	969.402	8.60186	0.342773
AT1G24650.1	2661	2500.4	0	0
AT1G06960.6	1130	969.402	40.4321	1.61117
AT1G06960.1	995	834.402	201.742	9.33986
AT1G06960.3	775	614.402	8.34575e-06	5.24725e-07
AT1G06960.2	1224	1063.4	147.406	5.35471
AT1G25422.1	1104	943.402	33	1.35125
AT1G48145.1	354	194.62	0	0
AT1G14340.1	1113	952.402	663	26.8913
AT1G74780.1	2102	1941.4	317	6.30758
AT1G62422.1	1217	1056.4	332	12.1402
AT1G22950.1	1580	1419.4	874	23.7862
AT1G27950.1	982	821.402	473	22.2446
AT1G20270.3	653	492.402	43.7862	3.43508
AT1G20270.2	1510	1349.4	30.2184	0.865066
AT1G74160.1	4616	4455.4	651.941	5.65249
AT1G74160.2	3537	3376.4	444.521	5.08577
AT1G74160.3	2702	2541.4	142.538	2.16659
AT1G10570.1	1782	1621.4	248.921	5.93048
AT1G48980.4	1047	886.402	0	0
AT1G10570.3	2162	2001.4	59.6664	1.15163
AT1G10570.2	2141	1980.4	185.413	3.61663
AT1G48980.1	1830	1669.4	0	0
AT1G61940.1	885	724.402	0	0
AT1G48980.3	1134	973.402	0	0
AT1G48980.2	984	823.402	0	0
AT1G77710.1	715	554.402	2555	178.027
AT1G61920.1	586	425.402	3	0.272421
AT1G76190.1	762	601.402	3	0.192697
AT1G69210.1	1063	902.402	324.732	13.9009
AT1G80810.5	2948	2787.4	40.0137	0.554533
AT1G80810.4	3089	2928.4	22.8992	0.30207
AT1G80810.3	2973	2812.4	155.406	2.13456
AT1G44130.1	1336	1175.4	1	0.0328649
AT1G80810.1	2370	2209.4	18.5492	0.324316
AT1G73600.1	1672	1511.4	105.156	2.68766
AT1G62070.1	696	535.402	1	0.0721504
AT1G48790.1	2156	1995.4	2064	39.9575
AT1G49470.1	1287	1126.4	563	19.3078
AT1G73820.1	932	771.402	237.355	11.886
AT1G73820.2	919	758.402	342.645	17.4528
AT1G75220.1	2378	2217.4	3391	59.0748
AT1G16320.1	1174	1013.4	397	15.1331
AT1G59920.1	419	258.866	0	0
AT1G11430.1	1038	877.402	737	32.448
AT1G06143.1	1869	1708.4	87	1.9672
AT1G70030.2	420	259.866	0	0
AT1G07810.1	3658	3497.4	1451.95	16.0371
AT1G80500.1	982	821.402	2597.91	122.176
AT1G80500.2	894	733.402	14.0896	0.742124
AT1G66750.1	1543	1382.4	557	15.5647
AT1G68590.2	742	581.402	13.5605	0.900986
AT1G53815.1	714	553.402	0	0
AT1G75510.1	1189	1028.4	1197	44.9625
AT1G68725.1	747	586.402	51.3256	3.3811
